"id"|"name"|"description"|"genre"|"image"|"actors"|"country"|"language"|"runtime"|"year"
"4464"|"Trail of the Pink Panther"|"Inspector Clouseau mysteriously disappears and a journalist attempts to uncover the mystery. New scenes are interspersed with old footage of Peter Sellers from the previous films."|"Comedy, Crime, Mystery"|"http://ia.media-imdb.com/images/M/MV5BMTkwMDQ3NTM1N15BMl5BanBnXkFtZTcwODgyMTM4NA@@._V1_SX300.jpg"|"Peter Sellers, David Niven, Herbert Lom, Richard Mulligan"|"UK, USA"|"English"|"96 min"|1982
"4465"|"B Monkey"|"A young woman attempts to end her criminal career. But she needs love to make it."|"Crime, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTM5MzIzMDAxNV5BMl5BanBnXkFtZTcwNTc2NzAyMQ@@._V1_SX300.jpg"|"Asia Argento, Jared Harris, Rupert Everett, Jonathan Rhys Meyers"|"UK, USA"|"English, Italian, French"|"92 min"|1998
"4466"|"Living in Oblivion"|"Film about filmmaking. It takes place during one day on set of non-budget movie. Ultimate tribute to all independent filmmakers."|"Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTQ3NjAwMDc3MV5BMl5BanBnXkFtZTcwNDg2NTgxMQ@@._V1_SX300.jpg"|"Steve Buscemi, Catherine Keener, Dermot Mulroney, Danielle von Zerneck"|"USA"|"English"|"90 min"|1995
"4467"|"Once Were Warriors"|"A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts."|"Crime, Drama"|"http://ia.media-imdb.com/images/M/MV5BMjAzODA3MzE4NF5BMl5BanBnXkFtZTcwMjIwMzAwMQ@@._V1_SX300.jpg"|"Rena Owen, Temuera Morrison, Mamaengaroa Kerr-Bell, Julian Arahanga"|"New Zealand"|"English, Maori, Spanish"|"102 min"|1994
"4468"|"Written on the Wind"|"Alcoholic playboy Kyle Hadley marries the woman secretly loved by his poor but hard-working best friend, who in turn is pursued by Kyle's nymphomaniac sister."|"Drama"|"http://ia.media-imdb.com/images/M/MV5BMTI1OTk5MTI3N15BMl5BanBnXkFtZTcwNDI3NTEyMQ@@._V1_SX300.jpg"|"Rock Hudson, Lauren Bacall, Robert Stack, Dorothy Malone"|"USA"|"English"|"99 min"|1956
"4469"|"WWII: The Lost Color Archives"|"N/A"|"Documentary, War"|"N/A"|"Eva Braun, Winston Churchill, Joseph Goebbels, Heinrich Himmler"|"USA"|"English"|"171 min"|2000
"4470"|"Blankman"|"A simpleton inventor becomes a superhero with a bulletproof costume and a low budget."|"Comedy, Action, Crime"|"http://ia.media-imdb.com/images/M/MV5BMTQyNDc4OTA5OF5BMl5BanBnXkFtZTcwOTI1NzMyMQ@@._V1_SX300.jpg"|"Damon Wayans, David Alan Grier, Robin Givens, Christopher Lawford"|"USA"|"English"|"92 min"|1994
"4471"|"Dean Martin: That's Amore"|"N/A"|"N/A"|"N/A"|"Fred Applegate, Petula Clark, Peggy Lee, Dean Martin"|"USA"|"English"|"60 min"|2001
"4472"|"Madonna: Ciao Italia: Live from Italy"|"Filmed during Madonna's 1987 \"Who's That Girl World Tour.\""|"Documentary, Music"|"http://ia.media-imdb.com/images/M/MV5BMTk1MDI4NjM1Nl5BMl5BanBnXkFtZTcwNjcyNTAyMQ@@._V1_SX300.jpg"|"Madonna, Patrick Leonard, Jai Winding, Jonathan Moffett"|"Italy"|"N/A"|"100 min"|1988
"4473"|"For Real"|"A small-town father must find the courage and conviction to share his son's extraordinary, life-changing experience with the world."|"Drama"|"http://ia.media-imdb.com/images/M/MV5BNjc3MzYzMTUzNF5BMl5BanBnXkFtZTgwNTYzNzI2MDE@._V1_SX300.jpg"|"Greg Kinnear, Kelly Reilly, Thomas Haden Church, Connor Corum"|"USA"|"English"|"99 min"|2014
"4474"|"The Titanic"|"A Cinderella meets her Prince Charming on the ill-fated Titanic. Along for the ride are a rapping dog, other talking animals, and an assortment of wacky humans."|"Animation, Family"|"http://ia.media-imdb.com/images/M/MV5BMTg5MjcxODAwMV5BMl5BanBnXkFtZTcwMTk4OTMwMg@@._V1_SX300.jpg"|"Lisa Russo, Mark Thompson-Ashworth, Gisella Mathews, Silva Belton"|"Italy"|"English, Italian"|"90 min"|2000
"4475"|"Our Song"|"Focusing on the bonding between three girls in Brooklyn's \"Jackie Robinson Steppers Marching Band\" and the choices the girls face once their high school closes down for asbestos removal."|"Drama"|"http://ia.media-imdb.com/images/M/MV5BMjAwNzQ4Nzg0MF5BMl5BanBnXkFtZTcwMjIxNzUxMQ@@._V1_SX300.jpg"|"Melissa Martinez, Anna Simpson, Kerry Washington, The Jackie Robinson Steppers Marching Band"|"USA"|"English, Spanish"|"95 min"|2000
"4476"|"Invasion"|"As a Washington psychiatrist unearths the origin of an alien epidemic, she also discovers her son might be the only way it can be stopped."|"Sci-Fi, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTQ1NzM0NjI4M15BMl5BanBnXkFtZTcwOTg2NjUzMw@@._V1_SX300.jpg"|"Nicole Kidman, Daniel Craig, Jeremy Northam, Jackson Bond"|"USA, Australia"|"English, Russian"|"99 min"|2007
"4477"|"Miracle in Lane 2"|"Based on a true story, a 13-year-old boy who uses a wheelchair is determined to win a trophy like his athletic older brother."|"Comedy, Drama, Family"|"http://ia.media-imdb.com/images/M/MV5BODEyNzAwNzMzOV5BMl5BanBnXkFtZTcwMjg5NTUyMQ@@._V1_SX300.jpg"|"Frankie Muniz, Rick Rossovich, Molly Hagan, Patrick Levis"|"USA"|"English"|"120 min"|2000
"4478"|"Interstate 60"|"A confused young man (Marsden) takes a journey on a road that doesn't exist on any map."|"Adventure, Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTMzNzY0OTg3NF5BMl5BanBnXkFtZTcwNDM5MjYxMQ@@._V1_SX300.jpg"|"Matthew Edison, Paul Brogren, Wayne Robson, Gary Oldman"|"Canada, USA"|"English"|"116 min"|2002
"4479"|"Going Overboard"|"A struggling young comedian takes a menial job on a cruise ship where he hopes for his big chance to make it in the world of cruise ship comedy."|"Comedy"|"http://ia.media-imdb.com/images/M/MV5BMTc5NDQzNTI5Nl5BMl5BanBnXkFtZTcwMDgxMTgzMQ@@._V1_SX300.jpg"|"Burt Young, Adam Sandler, Scott LaRose, Lisa Collins"|"USA"|"English"|"99 min"|1989
"4480"|"Free Willy 2: The Adventure Home"|"Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill."|"Adventure, Drama, Family"|"http://ia.media-imdb.com/images/M/MV5BMjgyNTc4Mzk4OV5BMl5BanBnXkFtZTcwMDgwMDQyMQ@@._V1_SX300.jpg"|"Jason James Richter, Francis Capra, Mary Kate Schellhardt, August Schellenberg"|"France, USA"|"English, Indonesian, Malay"|"95 min"|1995
"4481"|"Eat Your Heart Out"|"Daniel, Sam(antha) and Peter are three old friends living together in a Los Angeles loft. Being gifted with a great cooking skill and good looks, Daniel uses his talent to bring home one ..."|"Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTY3NzI1MzkzOV5BMl5BanBnXkFtZTcwMTU4MzUxMQ@@._V1_SX300.jpg"|"Christian Oliver, Pamela Adlon, Laura San Giacomo, John Craig"|"Germany, USA"|"English"|"94 min"|1997
"4482"|"The Hospital"|"Horror/mystery in which an over-burdened doctor struggles to find meaning in his life while a murderer stalks the halls of his hospital."|"Comedy, Drama, Mystery"|"http://ia.media-imdb.com/images/M/MV5BMTY0MDg2ODU2MF5BMl5BanBnXkFtZTcwNjUyODE0NA@@._V1_SX300.jpg"|"George C. Scott, Diana Rigg, Barnard Hughes, Richard Dysart"|"USA"|"English"|"103 min"|1971
"4483"|"Air Bud Spikes Back"|"Disney serves up adventure with everyone's favorite golden retriever!"|"Comedy, Family, Sport"|"http://ia.media-imdb.com/images/M/MV5BMTc4NDg4NjE5Nl5BMl5BanBnXkFtZTgwODQwMDc4ODE@._V1_SX300.jpg"|"Darren J. Birch, Christopher Bishop, Tyler Boissonnault, J. Winston Carroll"|"Canada"|"English"|"87 min"|2003
"4484"|"Scorched"|"Three mischievous employees of a bank in a small deserted town all make plans to rob at the same time, however none of them knows about the others. Meanwhile, a clothing store employee has ..."|"Comedy, Crime"|"http://ia.media-imdb.com/images/M/MV5BMjA3NzU0OTA4NV5BMl5BanBnXkFtZTcwODY1OTQyMQ@@._V1_SX300.jpg"|"Alicia Silverstone, Rachael Leigh Cook, Woody Harrelson, John Cleese"|"USA"|"English"|"95 min"|2003
"4485"|"Benji: Off the Leash"|"Three unlikely, unsuspecting souls who come face-to-face with that moment in their lives when they must stand and be counted. For Sheldon, it's difficult because he doesn't appear to be the..."|"Drama, Family"|"http://ia.media-imdb.com/images/M/MV5BMTk0NzczMjQ5NV5BMl5BanBnXkFtZTcwMjI0NzUyMQ@@._V1_SX300.jpg"|"Nick Whitaker, Nate Bynum, Chris Kendrick, Randall Newsome"|"USA"|"English"|"97 min"|2004
"4486"|"Free Willy 3: The Rescue"|"A teenage Jesse and old friend Randolph try to foil an illegal whaler threatening Willy and his pregnant mate."|"Adventure, Drama, Family"|"http://ia.media-imdb.com/images/M/MV5BMjk4MTE5MzU5Ml5BMl5BanBnXkFtZTcwMDYyMDUyMQ@@._V1_SX300.jpg"|"Jason James Richter, August Schellenberg, Annie Corley, Vincent Berry"|"USA"|"English"|"86 min"|1997
"4487"|"Prince Charming"|"After an extramarital indiscretion, a fairy-tale prince and his sidekick are turned into frogs for all eternity or until the prince can convince a maiden to kiss and then marry him."|"Adventure, Comedy, Family"|"http://ia.media-imdb.com/images/M/MV5BMjU1MzY4NDk2MV5BMl5BanBnXkFtZTcwNTc4NDQyMQ@@._V1_SX300.jpg"|"Martin Short, Christina Applegate, Andrea Martin, Billy Connolly"|"USA"|"English"|"87 min"|2001
"4488"|"Recipe for Disaster"|"Rebecca Korda and her two brothers, Sam and Max, are left alone on opening night of their family-owned restaurant."|"Comedy, Family"|"http://ia.media-imdb.com/images/M/MV5BMTY5MTkyNzgzNF5BMl5BanBnXkFtZTcwMDgwOTc2NA@@._V1_SX300.jpg"|"John Larroquette, Lesley Ann Warren, Melissa Peterman, Margo Harshman"|"USA"|"English"|"88 min"|2003
"4489"|"Gang of Roses"|"All all-female gang of Old West bank robbers comes out of retirement to rescue a sister in peril."|"Action, Drama, Western"|"http://ia.media-imdb.com/images/M/MV5BMTU4OTYzMjYwMl5BMl5BanBnXkFtZTcwNzg4NjQyMQ@@._V1_SX300.jpg"|"Monica Calhoun, Lil' Kim, Stacey Dash, Marie Matiko"|"USA"|"English"|"94 min"|2003
"4490"|"Copper Mountain"|"Two friends travel to a ski resort, with one looking to hit the slopes, while the other spends time trying to pick up women."|"Comedy, Music"|"http://ia.media-imdb.com/images/M/MV5BNzE1MzY0NTE2NF5BMl5BanBnXkFtZTcwNDY4MTkzMQ@@._V1_SX300.jpg"|"Jim Carrey, Alan Thicke, Richard Gautier, Ziggy Lorenc"|"Canada"|"English"|"60 min"|1983
"4491"|"If You Only Knew"|"A romantic comedy about a young man who pretends to be gay in order to rent an apartment with his dream girl. His plan backfires when she keeps trying to set him up with her male friends."|"Romance, Comedy"|"http://ia.media-imdb.com/images/M/MV5BMTIxMDI2OTA5Ml5BMl5BanBnXkFtZTcwMjAyNTUxMQ@@._V1_SX300.jpg"|"Johnathon Schaech, Alison Eastwood, James Le Gros, Gabrielle Anwar"|"Germany, USA"|"English"|"107 min"|2000
"4492"|"DeepStar Six"|"At the bottom of the ocean, the DeepStar Six has just discovered a new and deadly alien menace."|"Action, Horror, Sci-Fi"|"http://ia.media-imdb.com/images/M/MV5BMjA2NzI5NDg4OF5BMl5BanBnXkFtZTcwMDAwNDI4OA@@._V1_SX300.jpg"|"Taurean Blacque, Nancy Everhard, Greg Evigan, Miguel Ferrer"|"USA"|"English"|"99 min"|1989
"4493"|"The Sheltering Sky"|"The American artist couple Port and Kit Moresby travel aimlessly through Africa, searching for new experiences that could give sense to their relationship. But the flight to distant regions only leads both deeper into despair."|"Adventure, Drama"|"http://ia.media-imdb.com/images/M/MV5BMjE4NjUyMTgxNF5BMl5BanBnXkFtZTcwMDk5NTYxMQ@@._V1._CR13,2,303,446_SY132_CR0,0,89,132_AL_.jpg_V1_SX300.jpg"|"Debra Winger, John Malkovich, Campbell Scott, Jill Bennett"|"UK, Italy"|"English, Arabic, French"|"138 min"|1990
"4494"|"Tom Jones"|"In eighteenth century England, \"first cousins\" Tom Jones and Master Blifil grew up together in privilege in the western countryside, but could not be more different in nature. Tom, the ..."|"Adventure, Comedy, History"|"http://ia.media-imdb.com/images/M/MV5BMTUxMzgwODM5N15BMl5BanBnXkFtZTcwNTExNDY3NA@@._V1_SX300.jpg"|"George Devine, Rachel Kempson, Angela Baddeley, Joyce Redman"|"UK"|"English"|"128 min"|1963
"4495"|"The Gleaners and I"|"Agnes Varda returns to the people she met in her 2000 documentary on gleaning and meets some new people who were inspired by her first film."|"Documentary"|"http://ia.media-imdb.com/images/M/MV5BMTI1MTkyMTA5N15BMl5BanBnXkFtZTcwNjUyMDMyMQ@@._V1_SX300.jpg"|"Bodan Litnanski, Macha Makeïeff, Agnès Varda, François Wertheimer"|"France"|"French"|"63 min"|2002
"4496"|"The Son's Room"|"A psychoanalyst and his family go through profound emotional trauma when their son dies in a scuba diving accident."|"Drama"|"http://ia.media-imdb.com/images/M/MV5BMTAwMzIzODg0MjJeQTJeQWpwZ15BbWU2MDU5ODU3OQ@@._V1_SX300.jpg"|"Nanni Moretti, Laura Morante, Jasmine Trinca, Giuseppe Sanfelice"|"Italy, France"|"Latin, Italian"|"99 min"|2001
"4497"|"The Garden of the Finzi-Continis"|"In the late 1930s, in Ferrara, Italy, the Finzi-Contini are one of the leading families, wealthy, aristocratic, urbane; they are also Jewish. Their adult children, Micol and Alberto, gather..."|"Drama, History, War"|"http://ia.media-imdb.com/images/M/MV5BMTg2MTkwNzc5Nl5BMl5BanBnXkFtZTcwNDExMDkxMQ@@._V1_SX300.jpg"|"Lino Capolicchio, Dominique Sanda, Fabio Testi, Romolo Valli"|"Italy, West Germany"|"Italian"|"94 min"|1970
"4498"|"Madame Sata"|"Loose portrait of João Francisco dos Santos, also known as Madame Satã, a sometime chef, transvestite, lover, father, hero and convict from Rio de Janeiro."|"Biography, Crime, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTU3MzU3NTI1Nl5BMl5BanBnXkFtZTcwOTE3MzAwMQ@@._V1_SX300.jpg"|"Lázaro Ramos, Marcelia Cartaxo, Flavio Bauraqui, Fellipe Marques"|"Brazil, France"|"Portuguese"|"105 min"|2002
"4499"|"Unstrung Heroes"|"Steven Lidz, unhappy with his home life since his mother got sick, goes and lives with his two crazy Uncles. There he changes and gets closer to his Uncles, but his parents want him home ..."|"Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTY1ODY5NDUzMl5BMl5BanBnXkFtZTcwNDgwNjUyMQ@@._V1_SX300.jpg"|"Andie MacDowell, John Turturro, Michael Richards, Maury Chaykin"|"USA"|"English"|"93 min"|1995
"4500"|"Walkabout"|"Two young siblings are stranded in the Australian Outback and are forced to cope on their own. They meet an Australian boy on \"walkabout\": a ritual separation from his tribe."|"Adventure, Drama"|"http://ia.media-imdb.com/images/M/MV5BMjAwOTY1MzE4N15BMl5BanBnXkFtZTcwMzI3NzQyMw@@._V1_SX300.jpg"|"Jenny Agutter, Luc Roeg, David Gulpilil, John Meillon"|"UK, Australia"|"English, Aboriginal, Czech, French"|"100 min"|1971
"4501"|"Torch Song Trilogy"|"Tony Award-winning actor and playwright Harvey Fierstein re-creates his role as the unsinkable Arnold Beckoff in this film adaptation of the smash Broadway play TORCH SONG TRILOGY. A very ..."|"Comedy, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTI2MzY5MTU2Ml5BMl5BanBnXkFtZTcwNTg0NjUyMQ@@._V1_SX300.jpg"|"Anne Bancroft, Matthew Broderick, Harvey Fierstein, Brian Kerwin"|"USA"|"English, Hebrew"|"120 min"|1988
"4502"|"Angels with Dirty Faces"|"A priest tries to stop a gangster from corrupting a group of street kids."|"Crime, Drama, Film-Noir"|"http://ia.media-imdb.com/images/M/MV5BMjI3NDMyNTMzNF5BMl5BanBnXkFtZTgwMDU0OTMyMjE@._V1_SX300.jpg"|"James Cagney, Pat O'Brien, Humphrey Bogart, Ann Sheridan"|"USA"|"English"|"97 min"|1938
"4503"|"Under the Sand"|"When her husband goes missing at the beach, a female professor begins to mentally disintegrate as her denial of his disappearance becomes delusional."|"Drama, Mystery"|"http://ia.media-imdb.com/images/M/MV5BMjAwMTI5OTg3Nl5BMl5BanBnXkFtZTcwNTY3OTUxMQ@@._V1_SX300.jpg"|"Charlotte Rampling, Bruno Cremer, Jacques Nolot, Alexandra Stewart"|"France, Japan"|"French, English"|"92 min"|2000
"4504"|"Dragonslayer"|"A young wizarding apprentice is sent to kill a dragon which has been devouring girls from a nearby kingdom."|"Action, Adventure, Fantasy"|"http://ia.media-imdb.com/images/M/MV5BMzcwMTkwMDk0NF5BMl5BanBnXkFtZTcwNDA5ODUyMQ@@._V1_SX300.jpg"|"Peter MacNicol, Caitlin Clarke, Ralph Richardson, John Hallam"|"USA"|"English"|"109 min"|1981
"4505"|"Stone Reader"|"N/A"|"Documentary, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTk2NTU5NjM3NF5BMl5BanBnXkFtZTcwNTI0MjAwMQ@@._V1_SX300.jpg"|"Carl Brandt, Frank Conroy, Bruce Dobler, Robert C.S. Downs"|"USA"|"English"|"127 min"|2002
"4506"|"Rolie Polie Olie: The Baby 'Bot Chase"|"N/A"|"Adventure, Animation, Family"|"http://ia.media-imdb.com/images/M/MV5BNTMxNjMyODUwN15BMl5BanBnXkFtZTcwMTUxNTYxMQ@@._V1_SX300.jpg"|"Kristen Bone, Cole Caplan, Julie Lemieux, Catherine Disher"|"Canada, USA"|"English"|"70 min"|2003
"4507"|"The Heroic Trio"|"The all-female Heroic Trio are Tung (Wonder Woman), Chat (Thief Catcher), a mercenary, and Ching (Invisible Woman). Initially, they're on opposing sides - the invisible Ching is kidnapping ..."|"Action, Fantasy"|"http://ia.media-imdb.com/images/M/MV5BMTIxMDA4NDQ1M15BMl5BanBnXkFtZTcwNDYyMTkyMQ@@._V1_SX300.jpg"|"Maggie Cheung, Michelle Yeoh, Anita Mui, Damian Lau"|"Hong Kong"|"Cantonese, English"|"88 min"|1993
"4508"|"Snake in the Eagle's Shadow"|"Jackie Chan is a boy who is used as a janitor at his kung-fu school. Jackie Chan can't fight and is always getting bullied by the teachers and pupils. One day an old man helps Jackie train ..."|"Action, Comedy"|"http://ia.media-imdb.com/images/M/MV5BMjEyMTUwOTIxNF5BMl5BanBnXkFtZTcwNTIwNjYyMQ@@._V1_SX300.jpg"|"Jackie Chan, Siu Tin Yuen, Jang Lee Hwang, Dean Shek"|"Hong Kong"|"Cantonese"|"90 min"|1978
"4509"|"Street Fighter"|"Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts."|"Action, Adventure, Comedy"|"http://ia.media-imdb.com/images/M/MV5BMjE2ODY0NDMyOV5BMl5BanBnXkFtZTcwNDQ4NDAzMQ@@._V1_SX300.jpg"|"Jean-Claude Van Damme, Raul Julia, Ming-Na Wen, Damian Chapa"|"Japan, USA"|"English, Japanese, Esperanto"|"102 min"|1994
"4510"|"Project A 2"|"Dragon is now transferred to be the police head of Sai Wan district, and has to contend with a gangster kingpin, anti-Manchu revolutionaries, some runaway pirates, Manchu Loyalists and a corrupt police superintendent."|"Action, Comedy, Crime"|"http://ia.media-imdb.com/images/M/MV5BMTM4NjkzODY2MV5BMl5BanBnXkFtZTcwNzc5MDUyMQ@@._V1_SX300.jpg"|"Jackie Chan, Maggie Cheung, Rosamund Kwan, Carina Lau"|"Hong Kong"|"Cantonese"|"101 min"|1987
"4511"|"The Chamber"|"Harry ignores warnings not to return to Hogwarts, only to find the school plagued by a series of mysterious attacks and a strange voice haunting him."|"Adventure, Family, Fantasy"|"http://ia.media-imdb.com/images/M/MV5BMTcxODgwMDkxNV5BMl5BanBnXkFtZTYwMDk2MDg3._V1_SX300.jpg"|"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Griffiths"|"UK, USA, Germany"|"English"|"161 min"|2002
"4512"|"The Tricky Master"|"Major swindler Ferrari specializes in swindling the rich. Serious Crime Unit inspector Chan Foon is ordered to infiltrate Ferrari's organization but is uncovered by him. Chan decides to con..."|"Action, Comedy"|"http://ia.media-imdb.com/images/M/MV5BMzUzMjAyYTctYTUwZC00MTAyLTkzN2QtNmY2MzcxNDk0NDJhXkEyXkFqcGdeQXVyMzc1NTUwNjM@._V1_SX300.jpg"|"Bing-Chuen Cheung, Nick Cheung, Tat-Ming Cheung, Stephen Chow"|"Hong Kong"|"Cantonese, English, Japanese"|"91 min"|1999
"4513"|"Yossi & Jagger"|"Romance blooms between two soldiers (Knoller, Levi) stationed in an Israeli outpost on the Lebanese border."|"Drama, Romance, War"|"http://ia.media-imdb.com/images/M/MV5BMzQ5NzI2MzU1MF5BMl5BanBnXkFtZTcwODk5MzUyMQ@@._V1_SX300.jpg"|"Ohad Knoller, Yehuda Levi, Assi Cohen, Aya Steinovitz"|"Israel"|"Hebrew"|"65 min"|2002
"4514"|"A Family Thing"|"Earl Pilcher Jr., runs an equipment rental outfit in Arkansas, lives with his wife and kids and parents, and rarely takes off his gimme cap. His mother dies, leaving a letter explaining ..."|"Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMjE1MjI1MTkwNl5BMl5BanBnXkFtZTYwNjcwNDU5._V1_SX300.jpg"|"Robert Duvall, James Earl Jones, Michael Beach, Irma P. Hall"|"USA"|"English"|"109 min"|1996
"4515"|"A Chinese Ghost Story"|"Ning Tsai-Shen, a humble tax collector, arrives in a small town to carry out his work. Unsurprisingly, no-one is willing to give him shelter for the night, so he ends up spending the night ..."|"Action, Comedy, Fantasy"|"http://ia.media-imdb.com/images/M/MV5BMTg4MDk0Mzk5MF5BMl5BanBnXkFtZTcwMDg2NDE2MQ@@._V1_SX300.jpg"|"Leslie Cheung, Joey Wang, Ma Wu, Wai Lam"|"Hong Kong"|"Cantonese"|"98 min"|1987
